Rk,Player,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Player-additional
535,Isiah Kiner-Falefa,0.0,113,361.0,326.0,39,79.0,12,1,6.0,37.0,14,5,28,70,.242,0.306,0.34,0.646,78,.290,76,111,kineris01
536,Kody Clemens*,0.0,47,148.0,139.0,15,32.0,7,0,4.0,13.0,0,0,8,40,.230,0.277,0.367,0.644,75,.279,69,51,clemeko01
537,Ceddanne Rafaela,0.0,28,89.0,83.0,11,20.0,6,0,2.0,5.0,3,1,4,28,.241,0.281,0.386,0.666,78,.287,70,32,rafaece01
538,Tres Barrera,0.0,6,2.0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,.000,0.0,0.0,0.0,-100,.000,-129,0,barretr01
539,Chris Okey,0.0,2,2.0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,2,.000,0.0,0.0,0.0,-100,.000,-125,0,okeych01
540,Chandler Seagle,0.0,1,1.0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,.000,0.0,0.0,0.0,-100,.000,-125,0,seaglch01
541,Cal Stevenson*,0.0,6,12.0,9.0,1,0.0,0,0,0.0,0.0,0,0,3,2,.000,0.25,0.0,0.25,-21,.250,50,0,steveca01
542,Víctor Robles,-0.1,36,126.0,107.0,15,32.0,5,1,0.0,8.0,8,1,11,18,.299,0.385,0.364,0.75,111,.356,119,39,roblevi01
543,Mike Moustakas*,-0.1,112,386.0,352.0,43,87.0,15,0,12.0,48.0,0,0,23,95,.247,0.293,0.392,0.685,82,.300,78,138,moustmi01
544,Miguel Vargas,-0.1,81,304.0,256.0,36,50.0,15,4,7.0,32.0,3,2,38,61,.195,0.305,0.367,0.672,82,.300,80,94,vargami01
545,Alexander Canario,-0.1,6,17.0,17.0,1,5.0,1,1,1.0,6.0,0,0,0,8,.294,0.294,0.647,0.941,150,.386,140,11,canaral01
546,Nathan Lukes*,-0.1,29,31.0,26.0,4,5.0,1,1,0.0,2.0,0,0,4,9,.192,0.29,0.308,0.598,66,.266,63,8,lukesna01
547,Jordan Walker,-0.1,117,465.0,420.0,51,116.0,19,2,16.0,51.0,7,4,37,104,.276,0.342,0.445,0.787,113,.342,114,187,walkejo02
548,Gabriel Arias,-0.1,122,345.0,315.0,36,66.0,15,0,10.0,26.0,3,4,28,113,.210,0.275,0.352,0.628,72,.274,74,111,ariasga01
549,Cam Eden,-0.1,5,6.0,6.0,1,1.0,0,0,0.0,0.0,0,0,0,2,.167,0.167,0.167,0.333,-7,.149,-20,1,edenca01
550,Calvin Mitchell*,-0.1,2,5.0,4.0,0,0.0,0,0,0.0,0.0,0,0,1,1,.000,0.2,0.0,0.2,-38,.140,-30,0,mitchca01
551,Joey Votto*,-0.1,65,242.0,208.0,26,42.0,6,0,14.0,38.0,0,0,27,62,.202,0.314,0.433,0.747,97,.328,99,90,vottojo01
552,Caleb Hamilton,-0.1,4,6.0,5.0,0,0.0,0,0,0.0,0.0,0,0,1,5,.000,0.167,0.0,0.167,-49,.115,-51,0,hamilca01
553,David Hamilton*,-0.1,15,39.0,33.0,2,4.0,2,0,0.0,0.0,2,1,6,10,.121,0.256,0.182,0.438,22,.215,21,6,hamilda03
554,Michael Massey*,-0.1,129,461.0,428.0,42,98.0,18,1,15.0,55.0,6,2,24,99,.229,0.274,0.381,0.655,77,.290,78,163,massemi02
555,Elehuris Montero,-0.1,85,307.0,284.0,40,69.0,15,2,11.0,39.0,0,0,15,111,.243,0.29,0.426,0.716,84,.319,84,121,monteel01
556,Brett Phillips*,-0.1,39,71.0,63.0,9,11.0,1,0,3.0,6.0,3,1,8,36,.175,0.268,0.333,0.601,63,.269,59,21,phillbr02
557,Tyler Cropley,-0.1,2,7.0,6.0,0,1.0,0,0,0.0,1.0,0,0,0,2,.167,0.143,0.167,0.31,-16,.127,-38,1,croplty01
558,Yonny Hernández#,-0.1,14,27.0,22.0,5,3.0,1,0,0.0,4.0,0,0,2,8,.136,0.231,0.182,0.413,15,.198,4,4,hernayo02
559,Roberto Pérez,-0.1,5,17.0,15.0,0,2.0,0,0,0.0,1.0,0,0,2,6,.133,0.235,0.133,0.369,7,.188,6,2,perezro02
560,Kevin Pillar,-0.1,81,206.0,197.0,29,45.0,10,0,9.0,32.0,4,1,6,50,.228,0.248,0.416,0.664,76,.289,70,82,pillake01
561,Nick Fortes,-0.1,108,323.0,294.0,33,60.0,10,0,6.0,26.0,4,2,17,59,.204,0.263,0.299,0.562,49,.259,51,88,forteni01
562,Carter Kieboom,-0.1,27,94.0,87.0,12,18.0,2,0,4.0,11.0,0,0,6,27,.207,0.266,0.368,0.634,74,.275,69,32,kieboca01
563,Travis Blankenhorn*,-0.1,10,37.0,31.0,2,5.0,0,0,1.0,1.0,0,0,6,6,.161,0.297,0.258,0.555,57,.264,60,8,blanktr01
564,Cody Thomas*,-0.1,19,46.0,42.0,1,10.0,3,0,1.0,2.0,0,0,4,17,.238,0.304,0.381,0.685,93,.296,92,16,thomaco01
565,Vinny Capra,-0.1,9,21.0,18.0,3,3.0,1,0,0.0,1.0,0,0,2,5,.167,0.25,0.222,0.472,30,.221,23,4,capravi01
566,Connor Kaiser,-0.1,3,4.0,4.0,0,0.0,0,0,0.0,0.0,0,0,0,2,.000,0.0,0.0,0.0,-100,.000,-142,0,kaiseco01
567,Braden Shewmake*,-0.1,2,4.0,4.0,0,0.0,0,0,0.0,0.0,0,0,0,1,.000,0.0,0.0,0.0,-100,.000,-133,0,shewmbr01
568,Kyle Garlick,-0.1,14,30.0,28.0,2,5.0,1,0,2.0,4.0,0,0,2,11,.179,0.233,0.429,0.662,76,.276,68,12,garliky01
569,Luis Guillorme*,-0.1,54,120.0,107.0,12,24.0,6,1,1.0,9.0,0,0,10,28,.224,0.288,0.327,0.615,71,.268,62,35,guilllu01
570,Luis Torrens,-0.1,18,30.0,28.0,1,7.0,3,0,0.0,4.0,0,0,1,9,.250,0.3,0.357,0.657,83,.284,71,10,torrelu01
571,Kiké Hernández,-0.1,140,508.0,465.0,57,110.0,23,0,11.0,61.0,4,1,34,97,.237,0.289,0.357,0.646,74,.285,69,166,hernaen02
572,Robbie Grossman#,-0.1,115,420.0,353.0,56,84.0,23,1,10.0,49.0,1,0,57,98,.238,0.34,0.394,0.734,103,.327,101,139,grossro01
573,Esteury Ruiz,-0.1,132,497.0,449.0,47,114.0,24,1,5.0,47.0,67,13,20,99,.254,0.309,0.345,0.654,85,.309,88,155,ruizes01
574,Matt Reynolds,-0.1,2,5.0,5.0,1,1.0,0,0,0.0,0.0,0,0,0,3,.200,0.2,0.2,0.4,8,.179,-7,1,reynoma03
575,Franchy Cordero*,-0.1,24,71.0,69.0,9,13.0,2,0,6.0,13.0,0,0,2,25,.188,0.211,0.478,0.69,81,.296,82,33,cordefr02
576,Hunter Dozier,-0.1,29,91.0,82.0,8,15.0,2,1,2.0,9.0,2,0,8,29,.183,0.253,0.305,0.558,52,.269,59,25,doziehu01
577,Adam Haseley*,-0.1,28,39.0,36.0,6,8.0,2,0,0.0,2.0,1,0,3,8,.222,0.282,0.278,0.56,56,.257,49,10,haselad01
578,Tommy La Stella*,-0.1,12,24.0,21.0,2,4.0,1,0,0.0,2.0,0,0,3,5,.190,0.292,0.238,0.53,54,.245,53,5,lasteto01
579,Dominic Canzone*,-0.1,59,182.0,173.0,23,38.0,13,0,6.0,21.0,1,0,8,32,.220,0.258,0.399,0.657,82,.297,87,69,canzodo01
580,Nick Ahmed,-0.1,72,210.0,198.0,14,42.0,10,1,2.0,17.0,5,1,12,52,.212,0.257,0.303,0.56,52,.250,45,60,ahmedni01
581,Jake Alu*,-0.1,51,175.0,159.0,14,36.0,2,1,2.0,16.0,5,1,10,42,.226,0.282,0.289,0.571,60,.275,66,46,aluja01
582,Jared Young*,-0.1,16,47.0,43.0,8,8.0,0,3,2.0,8.0,2,0,3,13,.186,0.255,0.465,0.72,93,.345,104,20,youngja02
583,Pete Crow-Armstrong*,-0.1,13,19.0,14.0,3,0.0,0,0,0.0,1.0,2,2,3,7,.000,0.176,0.0,0.176,-45,.092,-63,0,crowape01
584,José Herrera#,-0.1,41,120.0,101.0,15,21.0,5,0,0.0,7.0,1,0,13,30,.208,0.296,0.257,0.553,53,.260,51,26,herrejo04
585,Nick Gonzales,-0.2,35,128.0,115.0,12,24.0,8,1,2.0,13.0,0,1,6,36,.209,0.268,0.348,0.616,66,.261,57,40,gonzani01
586,Jordan Lawlar,-0.2,14,34.0,31.0,2,4.0,0,0,0.0,0.0,1,1,2,11,.129,0.206,0.129,0.335,-5,.178,2,4,lawlajo01
587,Austin Meadows*,-0.2,6,21.0,21.0,0,5.0,1,0,0.0,2.0,0,0,0,3,.238,0.238,0.286,0.524,44,.229,34,6,meadoau01
588,Meibrys Viloria*,-0.2,10,4.0,3.0,0,0.0,0,0,0.0,0.0,0,0,1,0,.000,0.25,0.0,0.25,-21,.173,-2,0,vilorme01
589,Joshua Palacios*,-0.2,91,264.0,247.0,26,59.0,9,2,10.0,40.0,5,0,12,56,.239,0.279,0.413,0.692,85,.300,80,102,palacjo01
590,Rylan Bannon,-0.2,2,6.0,6.0,0,0.0,0,0,0.0,0.0,0,0,0,3,.000,0.0,0.0,0.0,-100,.000,-127,0,bannory01
591,Matt Beaty*,-0.2,30,72.0,61.0,8,14.0,4,0,0.0,4.0,0,0,6,14,.230,0.347,0.295,0.642,79,.311,94,18,beatyma01
592,Juniel Querecuto#,-0.2,9,21.0,20.0,2,2.0,1,0,0.0,0.0,0,0,1,6,.100,0.143,0.15,0.293,-20,.130,-38,3,quereju01
593,Samad Taylor,-0.2,31,69.0,60.0,11,12.0,2,1,0.0,4.0,8,0,7,22,.200,0.279,0.267,0.546,51,.284,54,16,taylosa04
594,Brett Wisely*,-0.2,51,131.0,120.0,10,21.0,5,0,2.0,8.0,2,1,9,40,.175,0.231,0.267,0.497,38,.219,28,32,wiselbr01
595,J.P. Martínez*,-0.2,17,44.0,40.0,7,9.0,1,0,1.0,4.0,0,0,2,16,.225,0.25,0.325,0.575,58,.242,41,13,martijp01
596,Austin Wynns,-0.2,51,145.0,130.0,11,27.0,6,0,1.0,10.0,1,0,9,39,.208,0.268,0.277,0.545,44,.255,37,36,wynnsau01
597,Óscar Mercado,-0.2,20,32.0,31.0,3,9.0,3,0,0.0,5.0,2,1,1,4,.290,0.313,0.387,0.7,90,.330,106,12,mercaos01
598,Canaan Smith-Njigba*,-0.2,15,37.0,32.0,3,4.0,1,1,0.0,5.0,1,0,4,16,.125,0.216,0.219,0.435,19,.230,29,7,smithca05
599,Chadwick Tromp,-0.2,6,16.0,16.0,1,2.0,1,0,0.0,1.0,0,0,0,7,.125,0.125,0.188,0.313,-17,.133,-40,3,trompch01
600,Willie Calhoun*,-0.2,44,149.0,134.0,16,32.0,7,0,5.0,16.0,0,0,14,20,.239,0.309,0.403,0.712,94,.305,88,54,calhowi01
601,Christian Arroyo,-0.2,66,206.0,195.0,23,47.0,16,0,3.0,24.0,1,3,7,45,.241,0.268,0.369,0.638,70,.266,61,72,arroych01
602,Joey Wendle*,-0.2,112,318.0,297.0,33,63.0,16,3,2.0,20.0,7,1,13,67,.212,0.248,0.306,0.554,47,.248,41,91,wendljo01
603,Bryce Johnson#,-0.2,30,48.0,43.0,7,7.0,1,0,1.0,3.0,3,0,4,15,.163,0.229,0.256,0.485,35,.230,26,11,johnsbr03
604,Taylor Kohlwey*,-0.2,5,13.0,13.0,0,2.0,0,0,0.0,0.0,0,0,0,5,.154,0.154,0.154,0.308,-14,.131,-32,2,kohlwta01
605,César Salazar*,-0.2,13,19.0,18.0,1,2.0,0,0,0.0,0.0,0,0,1,6,.111,0.158,0.111,0.269,-23,.130,-35,2,salazce01
606,Luis Urías,-0.2,52,177.0,144.0,18,28.0,6,0,3.0,18.0,0,0,21,41,.194,0.337,0.299,0.636,75,.295,78,43,uriaslu01
607,Ben Rortvedt*,-0.2,32,79.0,68.0,6,8.0,1,0,2.0,4.0,0,0,11,19,.118,0.241,0.221,0.461,28,.218,26,15,rortvbe01
608,Josh Lester*,-0.2,11,23.0,22.0,0,4.0,0,0,0.0,4.0,0,0,1,7,.182,0.217,0.182,0.399,15,.224,36,4,lestejo02
609,Brian O'Keefe,-0.2,8,21.0,19.0,0,2.0,2,0,0.0,2.0,0,0,2,7,.105,0.19,0.211,0.401,15,.179,5,4,okeefbr01
610,Raimel Tapia*,-0.2,64,169.0,148.0,28,35.0,4,1,3.0,13.0,10,2,17,40,.236,0.317,0.338,0.655,79,.303,78,50,tapiara01
611,Ben Gamel*,-0.2,6,15.0,15.0,2,3.0,1,0,0.0,2.0,0,0,0,2,.200,0.2,0.267,0.467,28,.196,14,4,gamelbe01
612,Darin Ruf,-0.2,20,57.0,49.0,3,11.0,3,0,0.0,3.0,0,0,8,16,.224,0.333,0.286,0.619,74,.287,76,14,rufda01
613,Bobby Dalbec,-0.2,21,53.0,49.0,6,10.0,2,0,1.0,1.0,1,0,4,28,.204,0.264,0.306,0.57,54,.259,48,15,dalbebo01
614,Kevin Padlo,-0.2,3,8.0,8.0,1,1.0,1,0,0.0,0.0,0,0,0,0,.125,0.125,0.25,0.375,-1,.154,-21,2,padloke01
615,Alika Williams,-0.2,46,112.0,101.0,7,20.0,5,0,0.0,6.0,0,0,9,35,.198,0.27,0.248,0.518,42,.237,37,25,willial04
616,Jake Cave*,-0.2,65,203.0,184.0,18,39.0,8,1,5.0,21.0,3,0,15,55,.212,0.272,0.348,0.62,68,.274,63,64,caveja01
617,José Miranda,-0.2,40,152.0,142.0,12,30.0,4,0,3.0,13.0,0,0,9,24,.211,0.263,0.303,0.566,55,.261,58,43,miranjo01
618,Brandon Dixon,-0.2,33,86.0,79.0,10,16.0,4,0,2.0,9.0,1,0,1,31,.203,0.244,0.329,0.573,57,.251,52,26,dixonbr01
619,Nick Gordon*,-0.2,34,93.0,91.0,13,16.0,5,1,2.0,7.0,0,0,1,11,.176,0.185,0.319,0.503,35,.222,29,29,gordoni01
620,Johan Camargo#,-0.2,8,20.0,18.0,0,4.0,0,0,0.0,2.0,0,0,1,4,.222,0.3,0.222,0.522,49,.251,51,4,camarjo01
621,Isan Díaz*,-0.2,8,26.0,24.0,0,1.0,0,0,0.0,1.0,0,0,2,9,.042,0.115,0.042,0.157,-53,.088,-65,1,diazis01
622,Blake Rutherford*,-0.2,16,36.0,35.0,4,6.0,0,0,0.0,2.0,0,0,1,10,.171,0.194,0.171,0.366,4,.191,9,6,ruthebl01
623,José Tena*,-0.2,18,34.0,31.0,2,7.0,2,0,0.0,3.0,0,0,3,13,.226,0.294,0.29,0.584,63,.265,65,9,tenajo01
624,Luke Voit,-0.2,22,74.0,68.0,5,15.0,3,0,0.0,4.0,2,0,4,27,.221,0.284,0.265,0.548,52,.269,58,18,voitlu01
625,Matt Carpenter*,-0.3,76,237.0,188.0,18,33.0,12,0,5.0,31.0,1,0,41,67,.176,0.322,0.319,0.641,79,.293,83,60,carpema01
626,Tucupita Marcano*,-0.3,75,220.0,202.0,16,47.0,12,2,3.0,18.0,5,2,10,35,.233,0.276,0.356,0.633,70,.284,71,72,marcatu01
627,Andre Lipcius,-0.3,13,38.0,35.0,3,10.0,1,0,1.0,4.0,0,0,3,8,.286,0.342,0.4,0.742,105,.327,104,14,lipcian01
628,Kyle Higashioka,-0.3,92,260.0,242.0,24,57.0,13,0,10.0,34.0,0,0,14,74,.236,0.274,0.413,0.687,85,.295,81,100,higasky01
629,Kevin Smith,-0.3,49,146.0,135.0,15,25.0,4,0,5.0,11.0,1,0,5,51,.185,0.22,0.326,0.546,52,.235,45,44,smithke05
630,TJ Hopkins,-0.3,25,44.0,41.0,7,7.0,0,0,0.0,1.0,1,0,2,17,.171,0.227,0.171,0.398,9,.194,0,7,hopkitj01
631,Mitch Haniger,-0.3,61,229.0,211.0,27,44.0,13,1,6.0,28.0,1,0,15,65,.209,0.266,0.365,0.631,74,.278,70,77,hanigmi01
632,Tyler Freeman,-0.3,64,168.0,153.0,20,37.0,7,0,4.0,18.0,5,0,10,30,.242,0.295,0.366,0.661,82,.294,80,56,freemty01
633,Rougned Odor*,-0.3,59,157.0,138.0,21,28.0,9,0,4.0,18.0,2,1,17,37,.203,0.299,0.355,0.654,80,.296,86,49,odorro01
634,Mark Mathias,-0.3,27,72.0,62.0,6,14.0,2,0,0.0,6.0,3,0,10,15,.226,0.333,0.258,0.591,65,.312,85,16,mathima01
635,Tyler Wade*,-0.3,26,55.0,51.0,8,13.0,1,1,0.0,2.0,4,0,4,13,.255,0.309,0.314,0.623,77,.288,75,16,wadety01
636,Seby Zavala,-0.3,73,193.0,175.0,17,30.0,4,0,7.0,18.0,1,0,12,70,.171,0.23,0.314,0.545,48,.244,42,55,zavalse01
637,Michael Siani*,-0.3,8,6.0,5.0,1,0.0,0,0,0.0,0.0,1,1,1,1,.000,0.167,0.0,0.167,-49,.072,-44,0,sianimi01
638,Jace Peterson*,-0.3,133,430.0,374.0,35,79.0,10,4,6.0,37.0,15,2,47,101,.211,0.304,0.307,0.611,73,.282,75,115,peterja01
639,Coco Montes,-0.3,18,41.0,38.0,3,7.0,2,0,1.0,3.0,0,0,2,12,.184,0.244,0.316,0.56,45,.246,32,12,monteco01
640,Nelson Cruz,-0.3,49,152.0,143.0,9,35.0,5,1,5.0,23.0,1,0,6,46,.245,0.283,0.399,0.681,86,.297,85,57,cruzne02
641,Edwin Ríos*,-0.3,18,34.0,28.0,3,2.0,1,0,1.0,2.0,0,0,5,16,.071,0.235,0.214,0.45,26,.219,21,6,riosed01
642,Ehire Adrianza#,-0.3,5,11.0,10.0,0,0.0,0,0,0.0,0.0,0,0,1,4,.000,0.091,0.0,0.091,-72,.064,-89,0,adriaeh01
643,Clint Frazier,-0.3,33,76.0,66.0,10,13.0,1,1,0.0,3.0,4,2,10,23,.197,0.303,0.242,0.545,54,.255,52,16,frazicl01
644,Kyle Stowers*,-0.3,14,33.0,30.0,1,2.0,0,0,0.0,0.0,0,0,3,12,.067,0.152,0.067,0.218,-35,.117,-40,2,stoweky01
645,Luke Williams,-0.3,11,19.0,19.0,1,1.0,0,0,0.0,0.0,4,0,0,7,.053,0.053,0.053,0.105,-71,.092,-103,1,willilu01
646,Reese McGuire*,-0.3,72,206.0,187.0,15,50.0,12,1,1.0,16.0,2,1,11,53,.267,0.31,0.358,0.668,80,.295,76,67,mcguire01
647,Derek Hill,-0.3,13,50.0,47.0,3,8.0,1,0,0.0,1.0,1,0,3,11,.170,0.22,0.191,0.411,17,.209,18,9,hillde01
648,Bligh Madris*,-0.3,12,30.0,26.0,4,4.0,1,0,0.0,0.0,0,0,4,7,.154,0.267,0.192,0.459,31,.223,31,5,madribl01
649,Tyler Naquin*,-0.3,5,8.0,8.0,0,0.0,0,0,0.0,0.0,0,0,0,7,.000,0.0,0.0,0.0,-100,.000,-131,0,naquity01
650,Bryan De La Cruz,-0.3,153,626.0,579.0,60,149.0,32,0,19.0,78.0,4,1,40,142,.257,0.304,0.411,0.715,88,.315,91,238,delacbr01
651,Christian Vázquez,-0.3,102,355.0,327.0,34,73.0,13,0,6.0,32.0,1,0,25,82,.223,0.28,0.318,0.598,64,.264,59,104,vazquch01
652,Jonathan Araúz#,-0.3,27,66.0,59.0,3,8.0,0,0,3.0,9.0,0,0,5,18,.136,0.203,0.288,0.491,34,.217,24,17,arauzjo01
653,Dane Myers,-0.3,22,70.0,67.0,9,18.0,3,0,1.0,9.0,1,1,2,19,.269,0.286,0.358,0.644,70,.271,64,24,myersda01
654,Chris Owings,-0.3,10,25.0,25.0,0,4.0,0,0,0.0,0.0,0,0,0,12,.160,0.16,0.16,0.32,-12,.140,-31,4,owingch01
655,Heliot Ramos,-0.3,25,60.0,56.0,5,10.0,4,0,1.0,2.0,0,0,4,20,.179,0.233,0.304,0.537,48,.250,51,17,ramoshe02
656,Jackie Bradley Jr.*,-0.3,43,113.0,105.0,10,14.0,5,0,1.0,6.0,0,0,5,29,.133,0.188,0.21,0.397,9,.188,5,22,bradlja02
657,Trey Cabbage*,-0.3,22,56.0,53.0,5,11.0,3,0,1.0,7.0,1,1,2,26,.208,0.232,0.321,0.553,49,.233,38,17,cabbatr01
658,Abraham Almonte#,-0.3,8,16.0,15.0,1,1.0,1,0,0.0,0.0,0,0,1,8,.067,0.125,0.133,0.258,-28,.121,-43,2,almonab01
659,Adam Engel,-0.3,5,6.0,6.0,0,0.0,0,0,0.0,0.0,0,1,0,2,.000,0.0,0.0,0.0,-100,-0.084,-125,0,engelad01
660,MJ Melendez*,-0.4,148,602.0,533.0,65,125.0,29,5,16.0,56.0,6,4,62,170,.235,0.316,0.398,0.713,94,.315,97,212,melenmj01
661,Taylor Trammell*,-0.4,22,56.0,46.0,7,6.0,0,0,3.0,11.0,0,1,9,22,.130,0.286,0.326,0.612,75,.268,75,15,trammta01
662,Bubba Thompson,-0.4,37,60.0,53.0,10,9.0,4,1,0.0,4.0,4,2,4,16,.170,0.237,0.283,0.52,44,.226,29,15,thompbu01
663,Ji Hwan Bae*,-0.4,111,371.0,334.0,54,77.0,17,2,2.0,32.0,24,9,30,92,.231,0.296,0.311,0.608,66,.276,64,104,baeji01
664,Jiman Choi*,-0.4,39,117.0,104.0,12,17.0,5,0,6.0,13.0,0,0,10,35,.163,0.239,0.385,0.624,67,.266,61,40,choiji01
665,Romy González,-0.4,44,97.0,93.0,11,18.0,4,2,3.0,14.0,7,0,2,36,.194,0.208,0.376,0.585,56,.261,43,35,gonzaro01
666,Jason Vosler*,-0.4,20,65.0,62.0,6,10.0,2,1,3.0,10.0,0,0,3,25,.161,0.2,0.371,0.571,48,.241,37,23,vosleja01
667,Ryan Kreidler,-0.4,11,18.0,18.0,2,2.0,0,0,0.0,0.0,0,0,0,7,.111,0.111,0.111,0.222,-38,.094,-62,2,kreidry01
668,Matt Mervis*,-0.4,27,99.0,90.0,8,15.0,2,0,3.0,11.0,0,0,8,32,.167,0.242,0.289,0.531,46,.249,42,26,mervima01
669,Cooper Hummel#,-0.4,10,26.0,23.0,2,2.0,1,0,0.0,0.0,1,0,2,9,.087,0.192,0.13,0.323,-5,.172,-6,3,hummeco01
670,Miguel Cabrera,-0.4,98,370.0,334.0,21,86.0,20,0,4.0,34.0,0,0,31,74,.257,0.322,0.353,0.675,87,.308,90,118,cabremi01
671,Irving López*,-0.4,5,12.0,11.0,0,0.0,0,0,0.0,1.0,0,0,0,5,.000,0.0,0.0,0.0,-100,.000,-131,0,lopezir01
672,Mike Brosseau,-0.4,29,78.0,73.0,4,15.0,2,0,4.0,8.0,0,0,4,20,.205,0.256,0.397,0.654,75,.278,68,29,brossmi01
673,Luis Matos,-0.4,76,253.0,228.0,24,57.0,13,1,2.0,14.0,3,0,20,33,.250,0.319,0.342,0.661,85,.308,89,78,matoslu02
674,Yonathan Daza,-0.4,24,80.0,74.0,8,20.0,6,0,0.0,7.0,1,0,3,13,.270,0.304,0.351,0.655,71,.286,57,26,dazayo01
675,David Villar,-0.4,46,140.0,124.0,15,18.0,6,0,5.0,12.0,1,1,11,45,.145,0.236,0.315,0.55,52,.249,51,39,villada01
676,Vidal Bruján#,-0.4,37,84.0,76.0,14,13.0,2,0,0.0,6.0,3,2,5,21,.171,0.241,0.197,0.438,24,.210,26,15,brujavi01
677,Jonathan Schoop,-0.4,55,151.0,136.0,15,29.0,8,0,0.0,7.0,0,0,13,37,.213,0.278,0.272,0.55,54,.245,45,37,schoojo01
678,Luken Baker,-0.4,33,99.0,86.0,9,18.0,3,0,2.0,10.0,0,0,13,31,.209,0.313,0.314,0.627,72,.295,79,27,bakerlu01
679,Joey Bart,-0.4,30,95.0,87.0,9,18.0,5,0,0.0,5.0,0,0,3,23,.207,0.263,0.264,0.528,48,.237,41,23,bartjo01
680,Jonah Bride,-0.4,40,106.0,88.0,9,15.0,3,0,0.0,7.0,0,1,11,22,.170,0.286,0.205,0.49,43,.232,49,18,bridejo01
681,Brian Serven,-0.4,11,23.0,23.0,0,3.0,1,0,0.0,1.0,0,0,0,10,.130,0.13,0.174,0.304,-21,.132,-49,4,servebr01
682,Kevin Newman,-0.4,74,253.0,225.0,28,57.0,16,0,3.0,28.0,8,1,17,34,.253,0.311,0.364,0.675,80,.307,80,82,newmake01
683,Jorge Alfaro,-0.4,18,52.0,48.0,2,7.0,4,0,1.0,4.0,0,0,2,15,.146,0.212,0.292,0.503,31,.222,19,14,alfarjo01
684,Paul DeJong,-0.5,112,400.0,372.0,41,77.0,13,0,14.0,38.0,4,4,21,121,.207,0.258,0.355,0.612,66,.264,60,132,dejonpa01
685,Michael Busch*,-0.5,27,81.0,72.0,9,12.0,3,0,2.0,7.0,1,0,8,27,.167,0.247,0.292,0.539,46,.244,38,21,buschmi02
686,Franmil Reyes,-0.5,19,65.0,59.0,5,11.0,0,0,2.0,7.0,0,0,4,24,.186,0.231,0.288,0.519,41,.226,32,17,reyesfr01
687,Casey Schmitt,-0.5,90,277.0,253.0,28,52.0,15,0,5.0,30.0,2,1,13,65,.206,0.255,0.324,0.58,60,.256,55,82,schmica01
688,Rodolfo Castro#,-0.5,92,256.0,227.0,21,48.0,7,0,6.0,24.0,1,4,23,74,.211,0.297,0.322,0.618,69,.278,73,73,castrro01
689,Lawrence Butler*,-0.5,42,129.0,123.0,10,26.0,4,0,4.0,10.0,0,0,4,35,.211,0.24,0.341,0.582,62,.256,64,42,butlela01
690,Yuli Gurriel,-0.5,108,329.0,298.0,32,73.0,16,3,4.0,27.0,4,0,26,44,.245,0.304,0.359,0.663,76,.293,74,107,gourryu01
691,Austin Nola,-0.5,52,154.0,130.0,9,19.0,3,0,1.0,8.0,0,0,18,31,.146,0.26,0.192,0.452,28,.225,33,25,nolaau01
692,Mike Zunino,-0.5,42,140.0,124.0,11,22.0,7,0,3.0,11.0,0,0,15,61,.177,0.271,0.306,0.578,60,.258,60,38,zuninmi01
693,Eric Hosmer*,-0.5,31,100.0,94.0,7,22.0,3,0,2.0,14.0,0,0,6,25,.234,0.28,0.33,0.61,68,.268,56,31,hosmeer01
694,Jon Singleton*,-0.5,36,105.0,91.0,11,15.0,3,0,2.0,12.0,0,0,13,23,.165,0.267,0.264,0.53,48,.252,51,24,singljo02
695,C.J. Cron,-0.5,71,278.0,258.0,38,64.0,12,0,12.0,37.0,0,0,17,65,.248,0.295,0.434,0.729,89,.315,83,112,croncj01
696,Jose Barrero,-0.5,46,149.0,133.0,15,29.0,8,0,2.0,17.0,3,2,15,44,.218,0.295,0.323,0.619,66,.273,61,43,garcijo02
697,Terrin Vavra*,-0.5,27,56.0,49.0,9,12.0,0,0,0.0,5.0,1,0,5,12,.245,0.315,0.245,0.56,62,.280,72,12,vavrate01
698,Andrew Velazquez#,-0.5,54,94.0,81.0,12,14.0,3,0,2.0,3.0,13,3,10,30,.173,0.264,0.284,0.548,50,.262,42,23,velazan01
699,Sandy León#,-0.5,21,44.0,41.0,4,6.0,2,0,0.0,4.0,0,0,1,20,.146,0.186,0.195,0.381,6,.173,-11,8,leonsa01
700,Liover Peguero,-0.5,59,213.0,198.0,21,47.0,4,1,7.0,26.0,6,2,11,67,.237,0.28,0.374,0.653,75,.282,69,74,pegueli01
701,Avisaíl García,-0.5,37,118.0,108.0,8,20.0,3,1,3.0,12.0,2,0,6,39,.185,0.241,0.315,0.556,47,.244,37,34,garciav01
702,Hunter Goodman,-0.5,23,77.0,70.0,6,14.0,4,3,1.0,17.0,1,0,5,24,.200,0.247,0.386,0.632,62,.268,45,27,goodmhu01
703,Kyle Lewis,-0.5,16,54.0,51.0,2,8.0,2,0,1.0,2.0,0,0,3,21,.157,0.204,0.255,0.459,24,.201,12,13,lewisky01
